0.7026548672566372, 1e-05, 1e-05, 1e-05
0.7221238938053097, 1e-05, 1e-05, 0.0001
0.7061946902654868, 1e-05, 0.0001, 1e-05
0.6920353982300885, 1e-05, 0.0001, 0.0001
0.6991150442477876, 1e-05, 0.001, 1e-05
0.6814159292035398, 1e-05, 0.001, 0.0001
0.7097345132743362, 0.0001, 1e-05, 1e-05
0.6902654867256637, 0.0001, 1e-05, 0.0001
0.7221238938053097, 0.0001, 0.0001, 1e-05
0.6619469026548672, 0.0001, 0.0001, 0.0001
0.6849557522123894, 0.0001, 0.001, 1e-05
0.6743362831858407, 0.0001, 0.001, 0.0001
0.6548672566371682, 0.001, 1e-05, 1e-05
0.6973451327433628, 0.001, 1e-05, 0.0001
0.6548672566371682, 0.001, 0.0001, 1e-05
0.7026548672566372, 0.001, 0.0001, 0.0001
0.6814159292035398, 0.001, 0.001, 1e-05
0.7256637168141593, 0.001, 0.001, 0.0001
