1e-05,1e-05,1e-05
1e-05,1e-05,0.0001
1e-05,0.0001,1e-05
1e-05,0.0001,0.0001
1e-05,0.001,1e-05
1e-05,0.001,0.0001
0.0001,1e-05,1e-05
0.0001,1e-05,0.0001
0.0001,0.0001,1e-05
0.0001,0.0001,0.0001
0.0001,0.001,1e-05
0.0001,0.001,0.0001
0.001,1e-05,1e-05
0.001,1e-05,0.0001
0.001,0.0001,1e-05
0.001,0.0001,0.0001
0.001,0.001,1e-05
0.001,0.001,0.0001
