troj_model_0_infecting_c6_dl, 1.0, 1.0
troj_model_1_infecting_c6_dl, 1.0, 1.0
troj_model_2_infecting_c6_dl, 1.0, 1.0
troj_model_3_infecting_c6_dl, 1.0, 1.0
troj_model_4_infecting_c6_dl, 1.0, 1.0
troj_model_5_infecting_c6_dl, 1.0, 1.0
troj_model_6_infecting_c6_dl, 1.0, 1.0
troj_model_7_infecting_c6_dl, 1.0, 1.0
troj_model_8_infecting_c6_dl, 1.0, 1.0
troj_model_9_infecting_c6_dl, 1.0, 1.0
